user_id,text_id,text_id_ordered,text,timestamp,collection_phase,is_words,valence,arousal,vector_10_soft,vector_15_binary,vector_15_soft,vector_20_binary,vector_20_soft,vector_10_binary,vector_10_binary_llm,vector_10_binary_llm_text1,vector_10_binary_llm_text2,state_change_val,state_change_aro,train
2,35,11,"Content , Calm , Relaxed , Hungry , Happy",11/02/2022 15:01,2,TRUE,2,0,,"0,1,0,1,0,2,0,0,0,0,0,0,0,0,1",,"0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0",,"0,1,0,1,0,2,0,1,0,0","0,2,2,0,0,0,0,0,0,1","Happy / Positive, Calm / Relaxed, Unwell / Physical State","Happy / Positive, Happy / Positive, Calm / Relaxed, Calm / Relaxed, Unwell / Physical State",0,0,train
2,36,12,"Refreshed , Relaxed , Motivated , Happy , Content",12/02/2022 20:06,2,TRUE,2,0,,"0,2,0,0,0,3,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0",,"0,2,0,0,0,3,0,0,0,0","0,2,2,1,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed, Energetic / Motivated","Happy / Positive, Happy / Positive, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",0,0,train
2,37,13,"Relaxed , Rested , Calm , Comfy , Content",14/02/2022 15:01,2,TRUE,2,0,,"1,2,0,1,0,1,0,0,0,0,0,0,0,0,0",,"1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0",,"1,2,0,1,0,1,0,0,0,0","0,1,4,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed",0,0,train
2,38,14,"Relaxed , Content , Comfy",14/02/2022 20:55,2,TRUE,2,0,,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,1,0,0,0,0","0,1,2,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Calm / Relaxed, Calm / Relaxed",0,0,train
2,39,15,"Studious , Motivated , Calm , Relaxed , Content",15/02/2022 15:16,2,TRUE,2,0,,"0,2,0,1,0,1,0,0,0,1,0,0,0,0,0",,"0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0",,"0,2,0,1,0,1,0,0,0,1","0,1,2,1,0,0,0,1,0,0","Happy / Positive, Calm / Relaxed, Energetic / Motivated, Neutral / Indifferent","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated, Neutral / Indifferent",0,0,train
2,40,16,"Studious , Calm , Relaxed , Attentive , Content",15/02/2022 20:02,2,TRUE,2,0,,"0,2,0,1,0,1,0,0,0,1,0,0,0,0,0",,"0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0",,"0,2,0,1,0,1,0,0,0,1","0,1,2,0,0,0,0,1,0,1","Happy / Positive, Calm / Relaxed, Neutral / Indifferent, Unwell / Physical State","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Neutral / Indifferent, Unwell / Physical State",-2,0,train
2,41,17,"Sleepy , Awake , Comfy , Relaxed , Content",16/02/2022 11:56,2,TRUE,0,0,,"0,3,0,0,0,1,0,0,0,0,0,0,0,0,1",,"0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"1,3,0,0,0,1,0,0,0,0","1,1,2,1,0,0,0,0,0,0","Tired / Fatigued, Happy / Positive, Calm / Relaxed, Energetic / Motivated","Tired / Fatigued, Happy / Positive, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",1,0,train
2,42,18,"Working , Busy , Pleased , Hungry , Active",17/02/2022 15:03,2,TRUE,1,0,,"1,1,0,0,0,2,0,0,0,0,0,0,0,0,1",,"1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1",,"1,1,0,0,0,2,0,1,0,0","0,1,0,2,0,0,0,0,0,2","Happy / Positive, Energetic / Motivated, Unwell / Physical State","Happy / Positive, Energetic / Motivated, Energetic / Motivated, Unwell / Physical State, Unwell / Physical State",1,0,train
2,43,19,"Studious , Relaxed , Focused , Hungry , Attentive",17/02/2022 20:01,2,TRUE,2,0,,"0,2,0,0,0,1,0,0,0,1,0,0,0,0,1",,"0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0",,"0,2,0,0,0,1,0,1,0,1","0,0,1,0,0,0,0,1,0,3","Calm / Relaxed, Neutral / Indifferent, Unwell / Physical State","Calm / Relaxed, Neutral / Indifferent, Unwell / Physical State, Unwell / Physical State, Unwell / Physical State",-4,0,train
2,44,20,"Tired , Comfy , Awake , Chilly , Relaxed",18/02/2022 10:16,2,TRUE,-2,0,,"0,2,0,0,0,1,1,0,0,0,0,0,0,0,1",,"0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0",,"0,2,0,0,1,1,1,0,0,0","1,0,2,1,1,0,0,0,0,0","Tired / Fatigued, Calm / Relaxed, Energetic / Motivated, Anxious / Worried","Tired / Fatigued, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated, Anxious / Worried",4,0,train
2,45,21,"Relaxed , Productive , Calm , Comfy , Content",18/02/2022 20:07,2,TRUE,2,0,,"0,2,0,1,0,2,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0",,"0,2,0,1,0,2,0,0,0,0","0,1,3,1,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed, Energetic / Motivated","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",0,0,train
2,46,22,"Sleepy , Awake , Rested , Relaxed , Comfy",19/02/2022 12:49,2,TRUE,2,0,,"1,2,0,0,0,1,0,0,0,0,0,0,0,0,1",,"1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"2,2,0,0,0,1,0,0,0,0","1,0,3,1,0,0,0,0,0,0","Tired / Fatigued, Calm / Relaxed, Energetic / Motivated","Tired / Fatigued, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",0,0,train
2,47,23,"Busy , Productive , Content , Relaxed , Waiting",19/02/2022 15:05,2,TRUE,2,0,,"1,1,0,0,0,2,0,0,1,0,0,0,0,0,0",,"1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0",,"1,1,0,0,0,2,0,0,1,0","0,1,1,1,1,0,0,0,0,1","Happy / Positive, Calm / Relaxed, Energetic / Motivated, Anxious / Worried, Unwell / Physical State","Happy / Positive, Calm / Relaxed, Energetic / Motivated, Anxious / Worried, Unwell / Physical State",0,0,train
2,48,24,"Relaxed , Content , Calm , Comfy , Hungry",19/02/2022 20:03,2,TRUE,2,0,,"0,2,0,1,0,1,0,0,0,0,0,0,0,0,1",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0",,"0,2,0,1,0,1,0,1,0,0","0,1,3,0,0,0,0,0,0,1","Happy / Positive, Calm / Relaxed, Unwell / Physical State","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Unwell / Physical State",0,0,train
2,26,25,"Refreshed , Clean , Comfy , Relaxed , Content",20/02/2022 20:02,2,TRUE,2,0,,"0,2,0,0,0,3,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,3,0,0,0,0","0,1,3,0,0,0,0,1,0,0","Happy / Positive, Calm / Relaxed, Neutral / Indifferent","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Neutral / Indifferent",0,0,train
2,27,26,"Relaxed , Content , Comfy , Calm , Hungry",21/02/2022 17:00,2,TRUE,2,0,,"0,2,0,1,0,1,0,0,0,0,0,0,0,0,1",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0",,"0,2,0,1,0,1,0,1,0,0","0,1,3,0,0,0,0,0,0,1","Happy / Positive, Calm / Relaxed, Unwell / Physical State","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Unwell / Physical State",-1,0,train
2,28,27,"Comfy , Awake , Relaxed , Hungry , Content",21/02/2022 20:34,2,TRUE,1,0,,"0,3,0,0,0,1,0,0,0,0,0,0,0,0,1",,"0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"0,3,0,0,0,1,0,1,0,0","0,1,2,1,0,0,0,0,0,1","Happy / Positive, Calm / Relaxed, Energetic / Motivated, Unwell / Physical State","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated, Unwell / Physical State",1,0,train
2,29,28,"Comfy , Awake , Relaxed , Content , Cozy",22/02/2022 15:08,2,TRUE,2,0,,"0,3,0,0,0,2,0,0,0,0,0,0,0,0,0",,"0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,3,0,0,0,2,0,0,0,0","0,1,3,1,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed, Energetic / Motivated","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",-1,2,train
2,30,29,"Studious , Focused , Content , Attentive , Comfy",22/02/2022 20:07,2,TRUE,1,2,,"0,4,0,0,0,0,0,0,0,1,0,0,0,0,0",,"0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",,"0,4,0,0,0,0,0,0,0,1","0,1,1,0,0,0,0,1,0,2","Happy / Positive, Calm / Relaxed, Neutral / Indifferent, Unwell / Physical State","Happy / Positive, Calm / Relaxed, Neutral / Indifferent, Unwell / Physical State, Unwell / Physical State",-1,-2,train
2,31,30,"Sleepy , Comfy , Cozy , Waking , Content",23/02/2022 11:03,2,TRUE,0,0,,"0,2,1,0,0,1,0,0,0,0,0,0,0,0,1",,"0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"1,2,1,0,0,1,0,0,0,0","2,1,2,0,0,0,0,0,0,0","Tired / Fatigued, Happy / Positive, Calm / Relaxed","Tired / Fatigued, Tired / Fatigued, Happy / Positive, Calm / Relaxed, Calm / Relaxed",0,1,train
2,32,31,"Impatient , Waiting , Calm , Massaged , Fine",23/02/2022 16:13,2,TRUE,0,1,,"0,0,0,1,0,1,0,0,2,0,0,0,0,0,1",,"0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0",,"0,0,0,1,0,1,0,1,2,0","0,1,2,0,2,0,0,0,0,0","Happy / Positive, Calm / Relaxed, Anxious / Worried","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Anxious / Worried, Anxious / Worried",1,-1,train
2,33,32,"Annoyed , Content , Comfy , Hungry , Relaxed",23/02/2022 20:01,2,TRUE,1,0,,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,2",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0",,"0,2,0,0,0,1,0,2,0,0","0,1,2,0,0,0,1,0,0,1","Happy / Positive, Calm / Relaxed, Annoyed / Angry, Unwell / Physical State","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Annoyed / Angry, Unwell / Physical State",-2,0,train
2,60,33,"Sleepy , Awake , Tired , Comfy , Cozy",12/05/2022 10:02,3,TRUE,-1,0,,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,2",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0",,"1,2,0,0,1,1,0,0,0,0","2,0,2,1,0,0,0,0,0,0","Tired / Fatigued, Calm / Relaxed, Energetic / Motivated","Tired / Fatigued, Tired / Fatigued, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",2,0,train
2,61,34,"Productive , Tired , Busy , Studious , Calm",12/05/2022 17:35,3,TRUE,1,0,,"1,0,0,1,0,1,0,0,0,1,0,0,0,0,1",,"1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0",,"1,0,0,1,1,1,0,0,0,1","1,0,1,1,0,0,0,1,0,1","Tired / Fatigued, Calm / Relaxed, Energetic / Motivated, Neutral / Indifferent, Unwell / Physical State","Tired / Fatigued, Calm / Relaxed, Energetic / Motivated, Neutral / Indifferent, Unwell / Physical State",1,0,train
2,62,35,"Studious , Attentive , Comfy , Calm , Alert",12/05/2022 20:01,3,TRUE,2,0,,"0,2,1,1,0,0,0,0,0,1,0,0,0,0,0",,"0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1",,"0,2,1,1,0,0,0,0,0,1","0,0,2,1,0,0,0,1,0,1","Calm / Relaxed, Energetic / Motivated, Neutral / Indifferent, Unwell / Physical State","Calm / Relaxed, Calm / Relaxed, Energetic / Motivated, Neutral / Indifferent, Unwell / Physical State",0,0,train
2,63,36,"Awake , Content , Refreshed , Happy , Relaxed",13/05/2022 10:20,3,TRUE,2,0,,"0,2,0,0,0,3,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0",,"0,2,0,0,0,3,0,0,0,0","0,2,2,1,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed, Energetic / Motivated","Happy / Positive, Happy / Positive, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",-2,2,train
2,64,37,"Productive , Content , Happy , Active , Good",13/05/2022 15:45,3,TRUE,0,2,,"0,1,0,0,0,4,0,0,0,0,0,0,0,0,0",,"0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0",,"0,1,0,0,0,4,0,0,0,0","0,3,0,2,0,0,0,0,0,0","Happy / Positive, Energetic / Motivated","Happy / Positive, Happy / Positive, Happy / Positive, Energetic / Motivated, Energetic / Motivated",2,-2,train
2,65,38,"Clean , Refreshed , Relaxed , Comfy , Content",13/05/2022 20:00,3,TRUE,2,0,,"0,2,0,0,0,3,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,3,0,0,0,0","0,1,3,0,0,0,0,1,0,0","Happy / Positive, Calm / Relaxed, Neutral / Indifferent","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Neutral / Indifferent",-2,0,train
2,66,39,"Sleepy , Comfy , Recharged , Cozy , Awake",14/05/2022 12:39,3,TRUE,0,0,,"0,3,0,0,0,1,0,0,0,0,0,0,0,0,1",,"0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"1,3,0,0,0,1,0,0,0,0","1,1,2,1,0,0,0,0,0,0","Tired / Fatigued, Happy / Positive, Calm / Relaxed, Energetic / Motivated","Tired / Fatigued, Happy / Positive, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",2,0,train
2,67,40,"Relaxed , Content , Comfy , Happy , Calm",14/05/2022 15:09,3,TRUE,2,0,,"0,2,0,1,0,2,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0",,"0,2,0,1,0,2,0,0,0,0","0,2,3,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed",0,0,train
2,68,41,"Relaxed , Comfy , Content , Neutral , Peaceful",14/05/2022 20:00,3,TRUE,2,0,,"0,2,0,0,0,2,1,0,0,0,0,0,0,0,0",,"0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,2,1,0,0,0","0,1,3,0,0,0,0,1,0,0","Happy / Positive, Calm / Relaxed, Neutral / Indifferent","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Neutral / Indifferent",-2,0,train
2,69,42,"Awake , Sleepy , Comfy , Relaxed , Cozy",15/05/2022 11:51,3,TRUE,0,0,,"0,2,0,0,0,2,0,0,0,0,0,0,0,0,1",,"0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,"1,2,0,0,0,2,0,0,0,0","1,0,3,1,0,0,0,0,0,0","Tired / Fatigued, Calm / Relaxed, Energetic / Motivated","Tired / Fatigued, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",-1,0,train
2,70,43,"Hurting , Active , Worked , Attentive , Not relaxed",15/05/2022 16:33,3,TRUE,-1,0,,"0,2,0,0,0,1,0,1,0,0,1,0,0,0,0",,"0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1",,"0,2,0,0,1,1,0,1,0,0","1,0,0,1,1,0,0,0,0,2","Tired / Fatigued, Energetic / Motivated, Anxious / Worried, Unwell / Physical State","Tired / Fatigued, Energetic / Motivated, Anxious / Worried, Unwell / Physical State, Unwell / Physical State",2,0,train
2,71,44,"Hurting , Content , Pleased , Comfy , Relaxed",15/05/2022 20:17,3,TRUE,1,0,,"0,2,0,0,0,2,0,1,0,0,0,0,0,0,0",,"0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0",,"0,2,0,0,0,2,0,1,0,0","1,2,2,0,0,0,0,0,0,0","Tired / Fatigued, Happy / Positive, Calm / Relaxed","Tired / Fatigued, Happy / Positive, Happy / Positive, Calm / Relaxed, Calm / Relaxed",-1,0,train
2,72,45,"Sleepy , Tired , Comfy , Cozy , Awake",16/05/2022 10:55,3,TRUE,0,0,,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,2",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0",,"1,2,0,0,1,1,0,0,0,0","2,0,2,1,0,0,0,0,0,0","Tired / Fatigued, Calm / Relaxed, Energetic / Motivated","Tired / Fatigued, Tired / Fatigued, Calm / Relaxed, Calm / Relaxed, Energetic / Motivated",2,0,train
2,73,46,"Relaxed , Content , Peaceful , Chilling , Comfy",16/05/2022 15:23,3,TRUE,2,0,,"0,3,0,0,0,2,0,0,0,0,0,0,0,0,0",,"0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,3,0,0,0,2,0,0,0,0","0,1,4,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed",0,0,train
2,74,47,"Relaxed , Comfy , Content , Calm , Peaceful",16/05/2022 20:28,3,TRUE,2,0,,"0,2,0,1,0,2,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0",,"0,2,0,1,0,2,0,0,0,0","0,1,4,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed",0,0,train
2,75,48,"Content , Calm , Relaxed , Refreshed , Comfy",17/05/2022 15:22,3,TRUE,2,0,,"0,2,0,1,0,2,0,0,0,0,0,0,0,0,0",,"0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0",,"0,2,0,1,0,2,0,0,0,0","0,1,4,0,0,0,0,0,0,0","Happy / Positive, Calm / Relaxed","Happy / Positive, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed",0,0,train
2,76,49,"Attentive , Sleepy , Relaxed , Calm , Comfy",17/05/2022 20:00,3,TRUE,2,0,,"0,2,0,1,0,1,0,0,0,0,0,0,0,0,1",,"0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0",,"1,2,0,1,0,1,0,0,0,0","1,0,3,0,0,0,0,0,0,1","Tired / Fatigued, Calm / Relaxed, Unwell / Physical State","Tired / Fatigued, Calm / Relaxed, Calm / Relaxed, Calm / Relaxed, Unwell / Physical State",0,0,train
